projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
〖 突破 400 萬！全色解鎖 — 山海系列、晨光系列！〗𝙈𝙞𝙟𝙞𝙡𝙮 𝘼𝙞𝙧 大氣涼拖鞋｜𝟭 鞋 𝟰 穿的機能神拖 - 急反彈、強支撐、超耐走！,Mijily 米吉利循環鞋履,4804321,1680,https://www.zeczec.com/projects/mijily-air,"這是『史上第一雙大氣控壓的涼拖鞋！』兼具四種鞋面穿法、吊掛收納、耐磨止滑、專利高支撐鞋體，同時輕盈舒適且可回收的休閒涼拖鞋。Mijily 不只賣鞋，我們更注重售後的回收機制！,zeczec",12 天,2022/08/03 12:00 – 2022/09/30 23:59,2022/08/03 12:00:00,2022/09/30 23:59:00
【拾間文化｜南瓜秈米燉飯】用在地食材，述說來自山海的故事,拾間文化,24544,250,https://www.zeczec.com/projects/msharvest-pumpkin-rice,"拾間文化致力拾起山海間的美好，成立滿一週年的此時，希望能串連農村青年的力量，以在地食材照顧更多消費者的健康。,zeczec",7 天,2022/08/03 12:00 – 2022/09/25 23:59,2022/08/03 12:00:00,2022/09/25 23:59:00
《愛洗手自動給皂機》募資預購計畫｜終身保固・當您一輩子的依靠｜金馬影后陳淑芳代言｜ 個人衛生保護・抗疫居家必備 ｜長效免用電池｜洗手液台灣 GMP 大廠製造,杰強國際有限公司,178225,675,https://www.zeczec.com/projects/ai-xi-shou,"愛洗手自動給皂機，為杰強國際有限公司全新推出的洗手機旗艦機種。這兩年因為疫情的發生，大家開始更注重在個人的衛生習慣，因此創辦人想推出一款提供終身免費保固的自動給皂機，提供給大眾最完善的售後服務，...,zeczec",12 天,2022/08/03 12:00 – 2022/09/30 23:59,2022/08/03 12:00:00,2022/09/30 23:59:00
星雨體～溫馨又浪漫的手寫體,字言字型,169832,999,https://www.zeczec.com/projects/Fancy-StarryNight,"拿起得心應手的鋼珠筆，寫下活潑可愛的手寫字體，筆劃中顯現優雅的弧度，字字句句展露俏皮的律動感。,zeczec",13 天,2022/08/02 12:00 – 2022/10/01 23:59,2022/08/02 12:00:00,2022/10/01 23:59:00
突破三十萬✨【黑白貓中醫】親子組合箱｜全臺第一本寓教於樂的中醫繪本｜守護孩子的健康,大碩教育,341373,1199,https://www.zeczec.com/projects/TCM-picturebook,"妹妹生病了！焦急的姐姐不知如何是好，如果妹妹繼續發燒下去怎麼辦？啊！印象中穿過後山的大樹洞有一個神秘的診所，而且中醫師是兩隻貓咪...,zeczec",12 天,2022/08/01 21:00 – 2022/09/30 23:59,2022/08/01 21:00:00,2022/09/30 23:59:00
【音樂戶外表演必備｜Focus拾音器 】隨貼隨錄．高靈敏度,Wen Sound 聞聲音樂科技,23440,2399,https://www.zeczec.com/projects/focus-highsensor,"不需再為收音煩惱，高靈敏收音神器讓你隨貼隨錄，表演收音迅速真實還原！,zeczec",12 天,2022/08/01 20:00 – 2022/09/30 23:59,2022/08/01 20:00:00,2022/09/30 23:59:00
金鐵木Jintiemu｜Eternal 0509沙漠鐵木永恆筆-獻給勤於提筆、講究質感的您。,金鐵木Jintiemu,32650,1820,https://www.zeczec.com/projects/jintiemu-eternal-0509,"象徵永恆的合金筆芯，還需千年歲月的沙漠鐵木襯托，筆身金縷縈繞，紋理上的每一條金絲，都是一個四季的輪替，經歷千年光陰，造就每一枝筆的獨一無二。,zeczec",12 天,2022/08/01 12:00 – 2022/09/30 23:59,2022/08/01 12:00:00,2022/09/30 23:59:00
「Hello Happy 快樂喵日子！」2023漫畫日曆募資出版｜365張漫畫及遊戲帶給你天天好心情！,小雪,123440,490,https://www.zeczec.com/projects/happy2023,"365張可愛的Happy漫畫、益智小遊戲、貓哲學及趣味翻翻圖漫幫你紓解每日生活壓力、營造親子樂趣！,zeczec",13 天,2022/08/01 00:00 – 2022/10/01 23:59,2022/08/01 00:00:00,2022/10/01 23:59:00
⟨⟨社群慌原⟩⟩世新大學108級資訊傳播學系畢業專題成果展|募資計畫,社群慌原,300,100,https://www.zeczec.com/projects/socialemo108,"社群慌原是由五名世新大學資訊傳播學系的學生所組成，希望能透過所學協助創作者將所遇見的心理危機有所化解，並期望閱聽人對於新媒體生態現況有更深的了解和省思。,zeczec",43 天,2022/07/30 23:59 – 2022/10/31 23:59,2022/07/30 23:59:00,2022/10/31 23:59:00
Drinker 醉客包｜背包界的陳年酒桶，讓你隨時隨地享受品飲，來場醉客之旅！,Stella Forza 本革九號製所,931193,6120,https://www.zeczec.com/projects/drinker-wine-bag,"酒桶造型餐酒袋精緻有型，三種攜帶方式：手提、側背、後背讓你輕鬆袋酒出門。採用義大利頭層牛皮拼接油蠟帆布，讓城市型男們能隨時隨地品飲微醺，背上醉客包一起成為最時尚的Drinker！,zeczec",9 天,2022/07/28 21:00 – 2022/09/28 02:59,2022/07/28 21:00:00,2022/09/28 02:59:00
【咖啡渣價值再造計畫】燃燒吧！咖啡PART1－咖啡渣天然驅蚊香,長日咖啡,230140,1590,https://www.zeczec.com/projects/fire1,"「咖啡渣循環經濟」~ 利用咖啡渣能驅蚊的特性，開發了無化學用藥，可100%回歸土地的咖啡天然驅蚊香。,zeczec",12 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
▋幸福的好滋味 ▋ 炎炎夏日消暑良伴 ｜療癒系義式冰淇淋,幸福販賣所,502225,140,https://www.zeczec.com/projects/happinessshopgelato,"用味覺來收藏美好的風土記憶，挑選彰化及台灣本土的時令水果、農作物，透過義式手作冰淇淋認識季節與各地的人文脈絡，好的食材激發我們對土地的敬意，感謝農民辛勤耕作帶給我們豐盛的物產。,zeczec",12 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
【好食好事】打造亞洲第一座溫室百香果主題體驗推廣園區,藝龍種苗場,619009,499,https://www.zeczec.com/projects/yilong-passionfruit,"為推廣台灣百香果產業，我們斥資打造亞洲第一座溫室百香果生產體驗園區，提供消費者從種子、嫁接到結果的百香果產業導覽體驗,zeczec",12 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
陳酒時木 Time wood 禮盒｜快速熟成神器｜職人精雕工藝刻痕木條，創造特殊風味的桶陳口感!,蘭輝酒莊,142150,1100,https://www.zeczec.com/projects/timewood,"【陳酒時木 Time wood】擁有專利設計，將進口木條加工並裁切出刻痕，增加與酒液接觸面積，置入酒液後，讓酒品不再只是單一口感，不用桶陳多年也能達到快速桶陳之效果。,zeczec",12 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
『純萃・茶樹精靈』澳洲茶樹純露-【四芳社區】支持農村社區永續經營,彰化縣永靖鄉四芳社區發展協會,31940,490,https://www.zeczec.com/projects/SuFangCommunity,"永靖四芳社區的產品主打「天然在地」，嚴選當地作物製作產品，幫助小農推廣在地產品的同時也在做公益，商品販售所得將回饋四芳社區經營使用，因此邀請您透過捐款與關注社區，一起為社區點亮一盞溫暖的光吧！ ,zeczec",11 天,2022/07/27 12:00 – 2022/09/30 02:00,2022/07/27 12:00:00,2022/09/30 02:00:00
創世基金會｜嘉義院區「植物人收容床位」增建籌資！,創世基金會,11000,100000,https://www.zeczec.com/projects/genesis00969129,"創世基金會嘉義院，核准服務22個床位， 服務對象來自嘉義縣市、雲林縣等，受限於空間難以增床，仍有許多植物人家庭迫切等待救助,zeczec",27 天,2022/07/27 12:00 – 2022/10/15 23:59,2022/07/27 12:00:00,2022/10/15 23:59:00
【 好食好事｜台灣大溪地香草創生計畫 】台灣香草產業大革命！製造出美味甜點的秘密，種植屬於台灣人的香草。,半線香草莊園,8850,250,https://www.zeczec.com/projects/vanilla,"屬於台灣人的香草自己種，一個即將翻轉台灣香草產業的機會，第二波香草產業革命，讓台灣香草莢立足國際！,zeczec",12 天,2022/07/27 12:00 – 2022/09/30 23:59,2022/07/27 12:00:00,2022/09/30 23:59:00
【NEO 全新系列｜後背包、單肩包、托特包】 突破印象、披上色彩、遊走城市，我們都是時尚先「型」者,NIID,1389165,1080,https://www.zeczec.com/projects/neo,"NIID 推出全新系列【NEO】，實驗使用新材質 HybridTex & Ultra Fiber 創造出都會潮男潮女愛不釋手、大小適中、功能與造型兼具，風格超強烈的實用 後背包、托特包、單肩包。,zeczec",18 天,2022/07/26 21:00 – 2022/10/07 02:00,2022/07/26 21:00:00,2022/10/07 02:00:00
《VERSE》第三年訂閱｜ 訂閱一本絕無僅有的文化雜誌，改變你看見台灣的角度， 參與一場定義時代的文化運動,VERSE,2994241,1890,https://www.zeczec.com/projects/verse-3rd-yrs,"VERSE 準備邁入第三年了，誠摯邀請您加入訂閱的行列，並且和我們加入一場正在改變台灣的文化運動。,zeczec",15 天,2022/07/26 20:00 – 2022/10/03 23:59,2022/07/26 20:00:00,2022/10/03 23:59:00
《精思戀之罪》：一個思覺失調症者的獨白,太陽奈克,30550,100,https://www.zeczec.com/projects/The-Sin-Of-Adoration-By-Mental-Illness,"一個得到思覺失調症的年輕人。盼望用自己的故事，影響社會對思覺失調症的偏見與歧視。,zeczec",5 天,2022/07/26 20:00 – 2022/09/23 23:59,2022/07/26 20:00:00,2022/09/23 23:59:00
Fefe☁️夢享鍋｜天然陶瓷不沾鐵鍋，台灣製造30年製鍋工藝，實現天然無毒x料理不沾的夢想,羊角購物,392020,1680,https://www.zeczec.com/projects/Fefe-POT,"一組六件式夢幻組合，集合中式炒菜用深煎鍋、西式平底鍋、不沾鍋、安心無毒塗層、導熱快速，省油少油煙，各式爐具都適用，美味健康料理隨時輕鬆上桌！,zeczec",6 天,2022/07/26 10:30 – 2022/09/24 23:59,2022/07/26 10:30:00,2022/09/24 23:59:00
【最後4天！限定優惠倒數中】Apitor Robot樂學程式積木 基礎綠Q、進階藍S | 孩子們的mini課外學伴！,Apitor x 有設計,8544125,1980,https://www.zeczec.com/projects/apitor-robot-qs,"全球首發！新體感操控方式、新系列30+玩法、相容樂高與歷代積木！結合主流圖像式編程、互動玩法與物理應用，讓孩子在玩樂中學習STEAM！分階段從組裝、動力操控到編程，陪伴孩子一同成長！,zeczec",5 天,2022/07/25 21:00 – 2022/09/23 23:59,2022/07/25 21:00:00,2022/09/23 23:59:00
《越來越弱的勇者》 一個反傳統的獨立橫向動作遊戲,雞槌工作室：林睿煥,0,200,https://www.zeczec.com/projects/weaker-warrior,"什麼?你說身為滿級的勇者，在討伐了邪惡的魔女時中了變弱的詛咒，雖然不能報工作傷害，不過本來應該就此享受榮華富貴的生活，哪能想到本應死亡的魔女竟重新復活了?,zeczec",4 天,2022/07/22 20:00 – 2022/09/22 23:59,2022/07/22 20:00:00,2022/09/22 23:59:00
【 日本南部鐵器工房 - 及富 】向全世界傳達屬於日本南部鐵器茶壺的魅力,及富,58800,5660,https://www.zeczec.com/projects/oitomi,"日本及富專門製造鐵器，並繼承了173年的技術和傳統，甚至融合了每位職人對於該時代的個性設計、功能以及態度，展現鐵器的美學，賦予茶壺古老且獨特的魅力。,zeczec",3 天,2022/07/21 12:00 – 2022/09/21 23:59,2022/07/21 12:00:00,2022/09/21 23:59:00
 最速面紙盒 ▋TOS 紙巾供應系統 Tissue Offering System ▋ 提昇你內心的辛烷值。,HooBue,1511696,2250,https://www.zeczec.com/projects/tos-tissue-offering-system,"首創電子監測面紙殘量，全鋁合金打造，抽吧！提昇心靈馬力，一個動作讓生活細節充滿貼背感。,zeczec",26 天,2022/07/20 21:00 – 2022/10/14 23:59,2022/07/20 21:00:00,2022/10/14 23:59:00
【練愛士－人生自救戰鬥卡】你的戰力訓練師｜融合自律生活、挑戰盲盒與自我檢測的心靈牌卡,小瑜星座,1442067,978,https://www.zeczec.com/projects/love-warrior,"透過設定目標、抽牌解憂、挑戰修煉、完成目標等步驟，讓練愛士找回自信與勇氣，拿回戰鬥本能，不需要額外解牌書，一秒上手即可解惑，50張金句卡+1張命定角色卡及1張修煉說明卡等著你來探索,zeczec", 39 小時,2022/07/20 12:00 – 2022/09/20 23:59,2022/07/20 12:00:00,2022/09/20 23:59:00
大疫之中想像《白色的明天》：一套現在與未來並行的漫畫刊物,慢工出版社,157361,749,https://www.zeczec.com/projects/white-future,"站在漫長改變的起點上，世界將走向哪一個明天？ 五篇「紀實漫畫」X 五種「世界就此不同」的起始瞬間，五篇「虛構漫畫」X 五種「世界可能如此」的未來預測,zeczec",12 天,2022/07/19 12:00 – 2022/09/30 23:59,2022/07/19 12:00:00,2022/09/30 23:59:00
Jin潾潾首張個人日文迷你專輯製作資金,只想當個瘋狂熱血傻瓜的Jin潾潾,45579,2499,https://www.zeczec.com/projects/Jin,"藏在內心23年的夢想，Jin潾潾要當的不是閃亮亮的歌手，Jin潾潾想要成為的是能療癒、並能改變世界拯救更多人，有影響力的歌手。潾潾はキラキラな歌手ではなく、影響力のある歌手になりたいです。,zeczec",49 天,2022/07/16 01:35 – 2022/11/06 23:59,2022/07/16 01:35:00,2022/11/06 23:59:00
《卡通獨角獸塔羅牌》超奇葩！以獨角獸擬人為主題的塔羅牌！,彩虹被窩,7040,880,https://www.zeczec.com/projects/cartoon_unicorn_tarot,"以獨角獸造型為主題的塔羅牌募資計畫,zeczec",12 天,2022/07/14 12:00 – 2022/09/30 23:59,2022/07/14 12:00:00,2022/09/30 23:59:00
 Flōt 舒眠浮樂枕 ｜體驗可調式：物理牽引+漂浮舒壓，雙重舒眠享受的超級機能枕,Jolie有點酷,1324006,2480,https://www.zeczec.com/projects/trippal-flot,"全面破解惡性循環的失眠魔咒！全球首款~可彈性調整～完美整合「物理微牽引」、「飄浮輕舒壓」、「革新專利材料」與 「全方位人體工學」的精品級舒壓機能枕！,zeczec",9 天,2022/07/12 21:00 – 2022/09/28 02:00,2022/07/12 21:00:00,2022/09/28 02:00:00
【共君行到】2022台南彩虹遊行,台南彩虹遊行,53529,200,https://www.zeczec.com/projects/tainanrainbowpride2022,"期待在光譜上有著不同標籤的我們，都能以自己舒適的樣子活著。十二月與你並肩而行，在彩虹繚繞的歡騰裡為遊行拉開序幕。,zeczec",21 天,2022/07/07 12:00 – 2022/10/09 23:59,2022/07/07 12:00:00,2022/10/09 23:59:00
【握筆寫字｜幼兒全方位發展課程】職能治療師為 3 - 8 歲孩子設計，建構一輩子的學習能力！,陪你長大有限公司,827420,1800,https://www.zeczec.com/projects/otlilly-writing-course,"從大腦認知，全身性肌肉協調，專注力，跟著專業治療師打造與孩子共學共玩的時光，奠基孩子一輩子受用的學習能力,zeczec", 39 小時,2022/07/06 12:00 – 2022/09/20 23:59,2022/07/06 12:00:00,2022/09/20 23:59:00
SPUTNIK 機能貓砂盆｜品味Ｘ機能｜以貓行為作設計核心，為貓咪打造最舒適的如廁體驗,斯普尼克有限公司,2607217,1880,https://www.zeczec.com/projects/SPUTNIK-Litter-Box,"以貓行為作為設計核心的寵物貓砂盆，在乎貓咪如廁的衛生及舒適性，首創獨立走道，一體成形的加高設計，貓砂再也不會四處噴濺，並整合清潔貓砂工具，提供專屬收納空間，讓身為貓奴的你，清潔貓砂簡單不費力。,zeczec",12 天,2022/06/28 21:00 – 2022/09/30 23:59,2022/06/28 21:00:00,2022/09/30 23:59:00
Woollet 實木長夾 x 台灣刺青師-飛行山丘 | 100%實木製作，滑軌開合，迅速切換使用概念 | 台灣原創設計、製造,Wah STUDIO,98625,200,https://www.zeczec.com/projects/woollet,"Woollet創新結合，提升皮夾質感，續寫在生活中的篇章。Woollet走進你的生活，而你創造了屬於自己的Woollet,zeczec",12 天,2022/06/27 20:00 – 2022/09/30 23:59,2022/06/27 20:00:00,2022/09/30 23:59:00
