projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period
調香師神作｜調酒、台茶8號【AMPM 旅行香水組 】by I-CHUN CHOU,鼻子星球,156400,1680,https://www.zeczec.com/projects/ampm-24-i-chun-chou,"由專業調香師所設計，AMPM一日旅行時光的氣味，是詮釋氣味最理想的方式。逆向調香只採用好聞的氣味分子，香水新手不用擔心帶給周遭「香害」，三款在任何時段都為你加分的香水，展現更多自信。,zeczec",24 天,2022/09/30 19:00 – 2022/12/10 23:59
金門牛肉乾沒有金門牛？追金門牛肉乾源頭，助環境也助牛農！,圓頭農牧食品有限公司,6548,1099,https://www.zeczec.com/projects/yuantoufood,"金門真的有這麼多酒糟牛可以做牛肉乾？30年前圓頭為了協助金門緩解酒糟問題開始養牛，現在為了解決酒糟牛滯銷問題推動肉品自主追溯系統，要讓牛農安心養牛、讓消費者買到用真的金門牛做的金門牛肉乾！,zeczec",14 天,2022/10/25 12:00 – 2022/12/01 02:00
2023 日曆筆記本 ｜一本有點毒、多功能、橫跨450天的強迫症需求筆記本,另一半文創,5280,1680,https://www.zeczec.com/projects/note,"一本多功能、陪伴我們過日子、一起笑的筆記本。,zeczec",14 天,2022/10/27 00:00 – 2022/11/30 23:59
正確的頸枕一個就夠了！不正確的枕頭買一萬個也沒用！10天內無條件退貨！【自療醫學頸枕x床墊】專為您量身打造▶如同配眼鏡需要驗光一樣的精準與科學◀,吉古金晶,175570,4690,https://www.zeczec.com/projects/goldenspine,"獨步全球，專為「自療」頸椎及腰椎研發的醫學頸枕＆床墊，添加負離子，利用睡眠時間，維持您全身的「脊椎神經暢通」，啟動身體的「自我療癒」功能，解決無可避免的頸椎及腰椎問題。,zeczec",3 天,2022/09/21 12:00 – 2022/11/19 23:59
零負擔口罩第二彈「Co-que Air 口罩」全新煙燻系列顏色 魅力登場,Co-que,38112,1598,https://www.zeczec.com/projects/co-que-air," 厭倦口罩的枯燥顏色了嗎?挑選屬於自己的浪漫色調吧，如果您正在尋找最舒適的口罩， Co-que Air 更輕薄・更快乾・更有機能性，超立體3D口罩好呼吸，真心推薦給您!!!,zeczec",3 天,2022/10/05 12:00 – 2022/11/19 23:59
《ShowTime》訂製精裝手帳｜登上時裝秀 未來由你來掌握,一種選擇 | a kind of choice,104747,750,https://www.zeczec.com/projects/akindofchoice,"一本專屬為您客製化的手帳，能幫助你梳理思緒、提高效率。在書寫文字時重新獲得力量，創造屬於你的舞台,zeczec",14 天,2022/10/12 12:00 – 2022/12/01 02:00
2023月曆 【Dream of 2023】 ｜一本你沒看過的超大型【著色本月曆】｜一起迎向充滿想像的2023年！,HOHOENGINE 我是寶,156810,920,https://www.zeczec.com/projects/dream-of-2023,"這不只是月曆，它還是一本大型的的著色本！透過年輕藝術家Ethan Haha極具想像力的創意插畫，讓2023的每個月充滿驚喜，我們一起開始塗上屬於自己的顏色！,zeczec",14 天,2022/10/27 10:00 – 2022/11/30 23:59
《人生百態．魔法桌遊》適用多數身心靈系統的桌遊工具 在歡笑中找到自我,跳舞駱駝工作室,15250,2200,https://www.zeczec.com/projects/LifeofMagic,"身心靈系統百百種，你知道自己適合哪些嗎? 一個適用多數身心靈系統的桌遊工具，一個在歡笑聲中找到自我的桌遊！,zeczec",45 天,2022/10/19 00:00 – 2022/12/31 23:59
2023 【 柔らかな日々 】手繪花月曆｜櫥底 cookies &. ,櫥 底 cookies &.,21640,720,https://www.zeczec.com/projects/flowerday,"2023 手繪花曆，伴你度過柔和的日常。,zeczec",60 天,2022/10/26 12:00 – 2023/01/16 02:00
I Moto 機車藍芽/指紋辨識,誼騰動力團隊,186580,5480,https://www.zeczec.com/projects/i-moto-bt-finger," ▊ 手機和指紋就是你的鑰匙 ▊ 用手機和指紋即可啟動機車、熄火、開置物箱、開油箱。,zeczec",14 天,2022/10/15 11:00 – 2022/11/30 23:59
Piazoo鍵盤上的動物園 ｜專為鋼琴初學者設計 | 音樂遊戲卡牌,楊乃潔,123208,490,https://www.zeczec.com/projects/piazoo,"一款專為鋼琴初學者設計的音樂遊戲暨創作卡牌。透過多變的遊戲方法，從中熟悉各項彈鋼琴時會用到的音樂元素，亦可隨心所欲的根據卡牌內容玩創作。進入鋼琴學習的世界，從玩不膩的卡牌遊戲開始！,zeczec",2 天,2022/10/18 21:00 – 2022/11/19 02:00
【Formosan Creatures 島嶼精靈 - 質感金屬車用擴香】開啟自然香氛旅程,Gdesign,170858,1280,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,"以四種保育類動物台灣藍鵲、石虎、虎鯨、櫻花鉤吻鮭為主角，融合圖像工藝設計、香氛調製、歌曲創作元素，創作出【島嶼精靈 - 動物圖騰擴香】系列，期待以視、嗅、觸與聽覺體驗記錄美麗的自然生態,zeczec",42 天,2022/08/31 20:00 – 2022/12/28 23:59
憨兒鋼琴家圓夢專輯《音人無異》發行募資計畫（feat. Shino 林曉培）,真善美社會福利基金會,61299,200,https://www.zeczec.com/projects/chensenmei,"憨兒鋼琴王子──Alex 陳立，擁有絕對音感的天賦，最大夢想是出版屬於自己的音樂專輯。內含 4 首純鋼琴曲、1 首與林曉培合作的經典歌曲，期待透過歌星力挺與群眾募資，完成 Alex 的音樂夢。,zeczec",30 天,2022/10/20 10:00 – 2022/12/16 17:00
海廢循環小漁包－海廢漁網循環再生計畫,中石化公司,72372,1199,https://www.zeczec.com/projects/thecircularproject,"海廢循環小漁包｜跳脫框架的廢棄漁網回收再製循環包｜廢棄漁網⨉綠色公益⨉循環再製,zeczec",34 天,2022/10/20 20:00 – 2022/12/20 23:59
祈癒天使能量精油 × 石墨烯療癒貼【雙重賦能量，讓你賦賦得正，身心靈舒暢 】,祈癒CHEAL,22990,499,https://www.zeczec.com/projects/HealingAngel,"我們推出了 天使能量精油 × 石墨烯療癒貼，以精油的高頻能量穩定情緒搭配石墨烯釋放的遠紅外線提升免疫力 ! 身心療癒雙管齊下達到內外兼修效果，賦予你平衡的狀態面對世間上所有挑戰 !,zeczec",15 天,2022/10/24 12:00 – 2022/12/01 23:59
TODAY IS 兔 DAY 黏年曆｜ 讓１２隻在開心過節的小兔子 年年黏你度過生命中的每一個重要時刻！,美角實驗所,61728,870,https://www.zeczec.com/projects/today-is-today,"黏年曆ｘ時計｜織品ｘ盒藝｜一本很""布""一樣的曆｜精選每月獨特又有趣的節日，和小月兔們一起紀念好日子，月片還能變成藝術壁鐘，年年黏你、時時伴你，讓＂曆＂，不再止步於一年所需。,zeczec",14 天,2022/10/20 12:00 – 2022/11/30 23:59
｜犬山居の午茶 x 公益攝影展｜暖心的流浪動物主題展，每個照護病老同伴動物的平凡日子都是美好時光,U Joy,25300,500,https://www.zeczec.com/projects/afternoon-tea-with-tcasa,"好毛寵物攝影x犬山居: 在攝影展裡一窺毛孩們的下午茶時光,zeczec",29 天,2022/10/13 20:00 – 2022/12/15 23:59
【Chop Chop 即立罩】全台首創〝快速收納〞行動迷你小車棚｜超輕薄防潑水布料+記憶扁鋼骨架，合身安裝&一轉即收&輕鬆收納,Chop Chop 即立罩,82266,949,https://www.zeczec.com/projects/chop-chop,"你是否曾經想保護心愛的機車小老婆，但因為沒有適合的環境(車庫、停車場)或用了不好用的工具(車罩、大垃圾袋)而捨棄保護愛車？現在【Chop Chop】團隊將推出一款以『記憶扁鋼骨架支撐』的行動迷你...,zeczec",9 天,2022/09/26 20:00 – 2022/11/26 02:00
⟨⟨OHANA⟩⟩動物保育專案成果展 | 募資計畫,OHANA,5450,100,https://www.zeczec.com/projects/ohana,"OHANA是由世新大學資傳系學生所組成，透過建置野生動物保育入口網站及資料庫、發表保育相關的知識加值，以推廣台灣野生動物議題。,zeczec",104 天,2022/10/17 12:00 – 2023/02/28 23:59
【dinos美力御守瓶】｜美顏 X 元氣：6種營養素，從裡到外應援女性健康！,dinos御守瓶,9327,1980,https://www.zeczec.com/projects/dinos_beauty,"「dinos御守瓶」是針對女性族群的煩惱而企劃的保健食品。以「安心安全、價格合理」的理念，並結合日本「御守」概念作為設計發想製作。,zeczec",2 天,2022/10/06 20:00 – 2022/11/18 23:59
王羲之書法要訣月曆,無極,12100,500,https://www.zeczec.com/projects/z-calligraphy,"看圖說能量，讓您秒懂書法大師的筆法秘訣！讓你的字提升一個級別！！,zeczec",4 天,2022/09/30 12:00 – 2022/11/20 23:59
CozyMax 野人の美學-【邦比桌(Bambi)】找一張桌子 讓家完整~,可囍家具股份有限公司-CozyMax 野人の美學,82640,3980,https://www.zeczec.com/projects/cozymax-bambi,"邦比桌不只是邊桌，""家""不是住處而是意象，希望邦比桌讓你的家帶來高質感高便利。,zeczec",4 天,2022/10/21 09:30 – 2022/11/20 23:59
OCEAN BOX全沈浸深海體驗巡迴展＋AR海洋生物學習APP開發,WildAid Taiwan 野生救援,9000,500,https://www.zeczec.com/projects/wildaidoceanbox," 在『不傷害任何一個海洋生命』的前提下，創造可以讓人環繞沉浸其中的虛擬海洋館，讓大小觀眾都能看見保育類海洋生物悠游在身邊,zeczec",9 天,2022/10/14 10:00 – 2022/11/25 23:59
2023 × 小貓島Kittensisland × 貓日曆 | 買機票，陪17隻貓坐飛機回台灣吧!,小貓島kittensisland_,19916,888,https://www.zeczec.com/projects/kittensisland_2023,"一本日曆紀錄貓咪們準備回台灣的準備工作， 12 個月 × 17 隻貓 × 17段專屬故事 + 1隻台灣貓在台灣等貓哥哥貓姊姊回台的心情， 每日給貓朋友的小互動，提醒你關心所有的貓小孩。,zeczec",14 天,2022/10/25 20:00 – 2022/11/30 23:59
日本製JAPAN99~絆~口罩 | 99.8%的抗病毒 ・12小時長時間戴佩OK・超立體設計的空間，讓您呼吸順暢!,japan99masuku,42132,467,https://www.zeczec.com/projects/japan99masuku,"來自日本鳥取縣製造的口罩，為了使呼吸更加順暢，並且可以長時間配戴，超立體空間的設計讓您在與人交談時，輕鬆自如!,zeczec", 32 小時,2022/08/17 12:00 – 2022/11/17 23:59
新 • 康普茶發酵液 [療癒DIY手作機能飲] 100%無多餘添加；低糖低熱量，口味百變，健康滿分！,林立生醫 LINLI,56320,920,https://www.zeczec.com/projects/linlibio-kombucha,"源自東方發酵茶飲《 康普茶 》興起西方養生風潮，「林立 綠茶康普茶發酵液」給您無負擔的輕盈，想喝就喝吧！,zeczec",13 天,2022/09/29 20:00 – 2022/11/30 02:59
【 MECA 三合一視訊鏡頭｜便攜式、簡便式設備 】3 秒 Ready，隨時開始一場完美會議！,Bomgogo,26910,2990,https://www.zeczec.com/projects/meca,"移動式鏡頭 | 可調式色溫亮度燈 | 直覺式麥克風，為視訊會議帶來卓越的躍進 ! 適用於上班族、直播主、居家上班的你們 !,zeczec",11 天,2022/10/20 12:00 – 2022/11/28 02:00
史上最輕 強度最大【Fabriceasy】X【原物三生】 打造【Dyneema®】〈不動2.0〉包款：穿梭都會 原野探險 後背包與郵差包 可拆式 可組合 兩用款,Fabriceasy,16520,8260,https://www.zeczec.com/projects/Fabriceasy,"Dyneema® 複合布料具有高強度、高耐用卻輕量化的特性。Fabriceasy與品牌-原物三生聯手推出〈不動2.0〉背包，採用Dyneema® 複合布料製造,希望提供消費者先行體驗產品的特殊感受！,zeczec",10 天,2022/10/26 10:10 – 2022/11/26 14:00
【豆志不減，力挺新鮮非基改國產大豆】黑豆茶．黑豆粉．黑豆糙米香．香酥黑豆 ▍入選6家百貨VIP廳精品農產品展售,好農好物(威勝顧問有限公司),5160,700,https://www.zeczec.com/projects/GF-blackbeans,"嚴選嘉義新港農會使用跟在地農民契作新鮮、非基改、產銷履歷驗證(TAP)黑豆製作的產品：黑豆茶(百貨VIP廳指定飲品)、100%純黑豆粉(替飲食營養加分)、黑豆糙米香/香酥黑豆(吃零食同時補充營養)。,zeczec",11 天,2022/10/13 20:00 – 2022/11/27 23:59
B&E【三面二用】大時尚托特包- 顛覆認知，放大想像！,WA KAH-i 玩佮意,4801,4800,https://www.zeczec.com/projects/BAGANDEARTH,"B&E (BAG & EARTH) 與地球聯名，推出市場絶無僅有的創新式樣包款。,zeczec",5 天,2022/10/04 12:00 – 2022/11/21 23:59
愛自己從細節做起，給予妳最高的生活儀式 | 沐·樂唯MoonLowei呵護全系列【1號輕盈洗髮精、6號極致水感護髮素、7號仙女蜜果油】,沐·樂唯MoonLowei,3899,2399,https://www.zeczec.com/projects/moonlowei3370,"每天焦頭爛額的忙前忙後，唯有沐浴時刻才能與自己獨處。 頂級沙龍級別的秀髮修護，讓妳達到真正的邊洗邊享受。 沐·樂唯MoonLowei陪你找到屬於自己的時刻。,zeczec",40 天,2022/11/01 00:00 – 2022/12/26 23:59
【T-Future】健康運動跑錶｜集結三鐵馬拉松、高精準健康量測｜台灣設計製造、搭配自有品牌 APP ,TCRD 思創研新,20960,5490,https://www.zeczec.com/projects/t-future,"1.34 吋陽光可視觸控螢幕，最清晰的大螢幕體驗，內建三鐵/ 馬拉松模式，15hr 高精準GPS續航，24hr 活動偵測並提供血壓校正功能，迎向未來健康新生活的第一步,zeczec",39 天,2022/10/05 21:00 – 2022/12/25 23:59
浪愛拾起，毛孩有你-流浪動物公益市集展覽,羅珮慈,1200,200,https://www.zeczec.com/projects/shihmao,"歡迎與我們一起以教育推廣為出發點，帶大家從了解開始，從頭關心起流浪貓狗議題。,zeczec",35 天,2022/10/21 08:00 – 2022/12/21 23:59
《力量》再創百年歷史，天寶聖道宮修繕特急,北投天寶聖道宮,5750,250,https://www.zeczec.com/projects/tianbaoshengdaotemple,"捐一磚蓋平安，疊一瓦求一福。讓我們凝聚力量，讓信仰不被瓦解。協助50年老廟再創百年歷史！,zeczec",3 天,2022/09/21 20:00 – 2022/11/20 02:00
『LAS』雙肩槍包，開/騎車雙用、帥氣網紅、歐美機能,David Wang,37484,2099,https://www.zeczec.com/projects/LAS,"推廣市面少見的包款，比後背更輕、比肩背更帥！,zeczec",3 天,2022/09/22 12:00 – 2022/11/19 12:00
THE MOON 水晶擴香儀,THE MOON,15700,1900,https://www.zeczec.com/projects/the-moon,"晶石的正能量，搭配香氣治癒人心，是後疫情時代最適合送禮的選擇,zeczec",14 天,2022/11/01 11:00 – 2022/11/30 23:59
2023《燈塔》自我成長手帳本 | 身在暗處，別忘了光離你其實不遠。,壹玖玖柒,15115,429,https://www.zeczec.com/projects/lighthouse-calendar,"這座指引人生方向的燈塔，帶著你找尋最真實的自己，只有你親自嘗試與冒險，才能體會船入港後船錨落下的安穩感。,zeczec",4 天,2022/09/22 12:00 – 2022/11/20 12:00
安心環境，一燈搞定 | 智能UV殺菌燈(居家、辦公環境防疫必備),DDBuy平價商城,6380,2990,https://www.zeczec.com/projects/ddbuy_light,"疫情病毒蔓延心慌慌，智能UV殺菌燈是你的救星。 超強的殺菌能力，搭配智能偵測，不怕人體受傷害！ 快速擊敗，病毒退散；安心環境，一燈搞定！,zeczec",2 天,2022/09/29 12:00 – 2022/11/18 23:59
Dogeous-高質感鋁合金口紅架,Dogeous,1998,999,https://www.zeczec.com/projects/Dogeous,"市售未見，100%台灣設計製造，高質感鋁合金口紅架,zeczec",26 天,2022/10/12 18:00 – 2022/12/12 23:59
⟨⟨社群慌原⟩⟩世新大學108級資訊傳播學系畢業專題成果展|募資計畫,社群慌原,10500,100,https://www.zeczec.com/projects/socialemo108,"社群慌原是由五名世新大學資訊傳播學系的學生所組成，希望能透過所學協助創作者將所遇見的心理危機有所化解，並期望閱聽人對於新媒體生態現況有更深的了解和省思。,zeczec",14 天,2022/07/30 23:59 – 2022/11/30 23:59
《練愛大確幸》：52週實現所有愛情願望的幸福週曆，讓你/妳每天三分鐘，邊寫邊感動大喊：「真是太幸福啦！」,Love．Luck．Lab,19920,520,https://www.zeczec.com/projects/lovelucklab,"這套實用的願望實現工具，助你/妳將注意力投入到：(一)吸引靈魂伴侶、(二)戀情增溫重燃愛火、(三)找到與發展自己的天賦熱忱等。搭配專屬社群的分享見證和交流，幫助你/妳體悟「愛情願望成真」的幸福感動。,zeczec",14 天,2022/10/03 11:00 – 2022/11/30 23:59
星級料理中高階教學課程 附贈主廚食材箱,德廚集團,14000,2900,https://www.zeczec.com/projects/silkart_taste,"星級主廚技巧傳授不簡單的三色千層麵 學一道菜=學完十道菜，課程再贈送料理食材箱 冷藏運送到府,zeczec",48 天,2022/11/04 12:00 – 2023/01/04 02:00
2023 [ 萬more兔more ] 月曆桌曆✦好事多更多！,HAppiNess studio,4539,660,https://www.zeczec.com/projects/onemore-twomore,"新的一年，每個月跟著兔子一起「萬more兔more」讓好事多更多！一本帶給你好運的兔月曆,zeczec",19 天,2022/09/28 20:00 – 2022/12/05 23:59
《藝客崛起》國立臺灣戲曲學院客家戲學系第十三屆年度製作,國立臺灣戲曲學院 客家戲學系年度公演《藝客崛起》,2000,200,https://www.zeczec.com/projects/Hakka-opera-13th,"大(tai)家(gaˊ)好(hoˋ)～ 我們是一群因熱愛表演而聚在一起的學生，也是全臺灣唯一培育「客家戲曲」表演人才的學校，希望藉由本次製作推廣客家戲曲，讓這珍貴的在地文化能被完整的保存，並被大...,zeczec",15 天,2022/10/31 22:00 – 2022/12/01 23:59
APA(A passion A action)流浪動物救助募資,1zz7,5000,2000,https://www.zeczec.com/projects/apac,"用個人設計的衣服以及帆布購物袋,扣除成本,全數捐贈流浪動物協會,zeczec",9 天,2022/09/21 20:00 – 2022/11/25 21:00
《如果貓咪主子去上班…..》攝影展｜浪愛募資計畫 .feat台灣之心愛護動物協會,育冠,0,1000,https://www.zeczec.com/projects/yuguanmkcat,"《如果貓主子去上班…..》貓咪攝影展邀請您成為台灣浪浪們的堅強後盾！本次攝影展出作品將製作複製畫，供愛浪浪的您收藏紀念，所得款項扣除平台手續費與部分成本後，所得款項將全數捐贈於台灣之心愛護動物協會。,zeczec",12 天,2022/10/28 12:00 – 2022/11/28 23:59
《習慣樂戒所》戒除習慣的好幫手 I 國立臺灣師範大學表演藝術學士學位學程112級 X 表演藝術研究所史宥玲聯合畢業製作,臺師大表演藝術學程112級畢業製作,6000,1199,https://www.zeczec.com/projects/i-112-x,"我們是臺師大表藝第四屆畢業班同學，想自籌經費做一齣長達100分鐘的原創音樂劇，來探討習慣對於人的影響。節目由本班學生從零開始打造，一步步搭建起習慣樂戒所。而今來到開張之際，能邀您一同共襄盛舉嗎?,zeczec",17 天,2022/09/22 20:00 – 2022/12/03 23:59
Fun放展示台 | 辦公室空間增倍術x打造個人療癒小天地x創造職場好人緣,inlife studio,15358,1380,https://www.zeczec.com/projects/fun-level-up,"「一項產品、兩面使用、三種滿足」 使用18mm的實木製作，可依你的情境雙面使用，質感、收納、展示功能都能同時滿足的展示台，level up你的辦公桌!,zeczec",55 天,2022/11/16 12:00 – 2023/01/11 02:00
【GOGOLIFE倒數桌鐘】讓您感受時間分秒的流逝，珍惜此時此刻，追尋生命中真正重要的事物,GoGolife_tableclock,20120,688,https://www.zeczec.com/projects/GoGoLife_TableClock,"楊志淵醫師，GoGoLife倒數桌鐘募資發想人，因親人肝癌在鬼門關前走了一遭，楊氏夫婦二人感悟生命的脆弱與短暫，萌發珍惜分秒的想法而開發倒數桌鐘來幫助我們把握當下!,zeczec",21 天,2022/10/20 20:00 – 2022/12/07 23:59
屋乎挨栽｜建造屬於自己的廟宇／街屋 3D 數位模型,田宸睿,3800,1800,https://www.zeczec.com/projects/wu-hu-ai-zai,"在遊戲與虛擬世界中常見到漂亮的建築想設計卻不會建模嗎?身為創作者常用外國的模組化建築系統，想建造臺灣風格的建築卻找不到嗎?用自動化的建築系統打造屬於自己的街屋與廟宇。,zeczec",25 天,2022/10/11 12:00 – 2022/12/11 23:59
2023 | 米小力Minize牽手日曆 | 天天牽一起~男男×男女×女女都可以~,米小力Minize,6840,880,https://www.zeczec.com/projects/minize-2023,"沒有什麼遠大抱負，只想每天牽在一起! 想要誰牽誰的手，由你自己決定! 我們一次推出四位朋友的日曆讓你自由組合搭配， 無論是兄弟配、姊妹配、情侶配、家人配都可以，兄姊弟妹情侶混一起。,zeczec",14 天,2022/10/20 20:00 – 2022/11/30 23:59
圓缺之間-身心障礙者影展-看見,廣青文教基金會,1030,150,https://www.zeczec.com/projects/tosee,"自 2001 年起廣青基金會舉辦「圓缺之間」身心障礙者影展，每年平均吸引3,000至4,000人參與，希望透過影像傳播，讓社會大眾看見身心障礙族群多元的樣貌，進而拉近障礙者與非障礙者的距離。,zeczec",10 天,2022/09/28 12:00 – 2022/11/26 20:30
Co-lab合作社｜更友善的接案媒合平台APP,Co-lab 合作社,5000,950,https://www.zeczec.com/projects/co-lab-app,"使用平台的各個功能，讓大家能順利的在各個領域裡找到你想要的夥伴！,zeczec",44 天,2022/11/04 12:00 – 2022/12/30 23:59
［愛心援助烏克蘭－送愛心笛到烏克蘭給學校及兒童］活動。 在炮火下的烏克蘭，城市及學校遭受嚴重的破壞，許多物資都極劇缺乏，急需我們伸出援手，在學校及學生方面，學習設備嚴重不足，於是我們發起［愛心援助烏克蘭－送愛心笛到烏克蘭給學校及兒童］活動。愛心援助烏克蘭，Taiwan can help給烏克蘭需要的幫助。,笛簫文創數位科技,200,3520,https://www.zeczec.com/projects/Pro7hole-DtonAltoFunFlute,"烏克蘭自2月24日開始遭受來自俄羅斯侵略後，烏東及烏南全面遭受到炮火攻擊，許多城市都遭受到襲擊，學校也都遭受到砲彈摧毀，居民也被迫逃離家園，學校關閉影響了570萬學童，以及150萬大專院校學生。...,zeczec",7 天,2022/09/23 08:00 – 2022/11/23 23:59
混和式 HURIEN 廚餘處理機 | 放入廚餘・等待變成肥料，就是如此簡單！,HURIEN,0,28889,https://www.zeczec.com/projects/hurien,"廚餘分解率高達95%! １年內保養1次 ，超靜音且不佔空間!,zeczec",32 天,2022/10/18 12:00 – 2022/12/18 23:59
冷凝水循環為天然高效殺菌清潔劑 | 愛地球從你家除濕機開始 | AQUALOOP淨水碇 ,翔信科技有限公司,5792,599,https://www.zeczec.com/projects/aqualoop-tablet,"首創除濕機冷凝水專用淨水錠，轉換冷凝水為SGS認證家用殺菌93.8%清潔劑，讓每一滴水都不浪費，水循環經濟從你我家裡做起,zeczec",25 天,2022/10/11 13:00 – 2022/12/12 02:00
畢業製作《尋》紀錄片募資計畫,畢業製作《尋》紀錄片團隊＿馬子涵,4800,300,https://www.zeczec.com/projects/capstone-project-documentary-SEARCHING,"拍攝關於＜big行動夢想家＞劇團的三位成員，透過參與劇團，和劇團夥伴成為互相扶持的家人，漸漸找到自我找到歸屬的過程。,zeczec",4 天,2022/09/27 11:00 – 2022/11/20 23:59
《霓虹之下》在桌上的史詩玩法...RPG x 陣營 x 派對 x 賽博龐克 x 桌上遊戲！！,米豆工作室,1399,100,https://www.zeczec.com/projects/Under_The_Neon,"霓虹之下是一款多人遊玩的競技對戰類型桌遊。在混亂的特斯拉城中，玩家可選擇組織反抗勢力推翻強權；亦或是成為城市的掌權者，鎮壓四面八方的抵抗組織，為了各自的目的展開你來我往的殊死戰。,zeczec",48 天,2022/11/01 12:00 – 2023/01/03 23:59
夢想號燒烤外燴行動餐車：燒烤先生到你家！,Mr.BBQ 燒烤先生,0,1860,https://www.zeczec.com/projects/mrbbq,"我是專業的美式燒烤與台式手工串燒攤主 希望能透過有償眾籌 集資打造一台能環台上山下海的影音餐車,zeczec",44 天,2022/11/14 20:00 – 2022/12/30 23:59
《00無限公司》世新大學資訊傳播學系108級畢展 策展組 |募資計畫,00無限公司,0,99,https://www.zeczec.com/projects/ics-00-company,"我們是世新大學資訊傳播學系108級畢業展覽策展團隊，此次計劃主要目的是為本屆畢展募資。本次展覽結合「聯合國SDGs」，動物保衛、心靈守護、人際互動以及價值延續等四大部門以不同形式探討多樣層面的永續。,zeczec",45 天,2022/11/16 11:00 – 2022/12/31 23:59
Drink & Light 微溫漂浮杯｜一款多功能的馬克杯！恆溫 x 柔光 x 防水，陪你說故事！,洪順龍,0,990,https://www.zeczec.com/projects/Drink-Light,"臺灣在地的印刷技術、陶瓷工藝結合專利技術，打造一款多功能的馬克杯，杯中飲品可維持38度、LED柔光杯座、杯身防水好清洗，為生活增添小樂趣！,zeczec",26 天,2022/11/12 00:00 – 2022/12/12 23:59
"Mariana痘痘淨化美胸膜｜獨家首創用""吸""的保養！輕鬆一貼100%吸收！拯救前胸痘痘與果酸煥膚✨ ｜男女皆可用",𝐌𝐀𝐑𝐈𝐀𝐍𝐀馬里亞納｜美胸專家,25237,780,https://www.zeczec.com/projects/mariana,"居家享受「醫美般的胸部淨膚」保養，MIT專科針對亞洲人胸部肌膚研發，打擊痘痘粉刺｜角質疙瘩｜毛孔油汙｜痘疤暗沉，讓你在家也能敷出無暇透亮美胸！,zeczec",19 天,2022/11/01 20:00 – 2022/12/05 23:59
【VIVAWANG x 白沙屯媽組鑾轎紀念燈】6 合 1 最強許願燈、頭旗化煞、勇軍護航、檀香引路、媽祖錢母坐鎮、轎頂獅有求必應、刺繡轎彩十足復刻鑾轎風采，點亮癸卯年前景光明 ⛩️ 百年香隨-粉紅超跑進家門！,VIVAWANG 香氛。居禮。時光,20746,2980,https://www.zeczec.com/projects/VIVAWANG,"致力文創力作，完美升級點燈、擴香、環保、安全、30天換一杯開運香燭、許願、祝福...等多種好處，白沙屯媽鑾轎紀念燈！ 「求好運」超值收藏，日常祈福不再遙遠，讓生活充滿幸福和諧、財運進家門！,zeczec",45 天,2022/11/15 15:00 – 2022/12/31 23:59
《艾可物語/Aiko Story》台灣學生獨立製作遊戲｜可愛治癒的角色和怪物、瞬息萬變的遊戲玩法｜一階段募資,Li,3000,150,https://www.zeczec.com/projects/aiko-story,"獨立開發PC單機遊戲，為本人2018年17歲時所做的未完成作品，程式美術企劃皆自製。如今回首想翻新&完成此遊戲，委託專業像素美術師支援。,zeczec",39 天,2022/11/02 20:00 – 2022/12/25 23:59
【配芳PERFARM| 乾燥花x果乾x天然香氛】使用屏東在地元素，回饋這片國境之南,配芳PERFARM,4270,1680,https://www.zeczec.com/projects/perfarm-x-x,"這裏是配芳PERFARM，與在地小農合作，打造天然手作香氛，用不同的方式回饋這片土地。,zeczec",18 天,2022/10/29 20:00 – 2022/12/04 23:59
【沉沫】微電影製作,林雅筑,6200,100,https://www.zeczec.com/projects/chen-mo-wei-dian-ying-zhi-zuo,"有時希望總是伴隨著困境，我們想用電影告訴遇上同樣問題的你，你並不孤單,zeczec",34 天,2022/10/20 12:00 – 2022/12/20 23:59
青少年憂鬱症防治暨家庭支持服務計畫,敦安基金會,2000,300,https://www.zeczec.com/projects/dwenan,"敦安基金會自2002年起投入青少年憂鬱症防治，每年服務近700人次的憂鬱青少年，陪伴他們長出復原力，走出憂鬱風暴。,zeczec",29 天,2022/11/15 12:00 – 2022/12/15 23:59
2023 Yunlin So Real 雲林生活在地月曆,有點小物工作室,1340,750,https://www.zeczec.com/projects/YunlinSoReal2023,"由雲林倆女子發起的小小活動，透過真正在雲林生活的朋友們 真心推薦，集結成一本2023雲林在地生活月曆設計! 大家可以透過這本月曆，一起感受雲林的美好吧!,zeczec",39 天,2022/11/07 12:00 – 2022/12/25 23:59
貓貓甜點｜在地小農X天然手工 冰釀梅漬蜜番茄,Mowmow dessert 趙心維,1680,560,https://www.zeczec.com/projects/mowmow_dessert,"在地小農農產品結合日式新創輕食小點，帶給消費者不一樣的台灣水果風味，味覺新饗宴。,zeczec",24 天,2022/11/01 20:00 – 2022/12/10 23:59
籌建公益咖啡廳募資 - 聘僱訓練 弱勢族群 習得一技之長,Raffael Kaffa,49530,430,https://www.zeczec.com/projects/raffael-kaffa-phase-i,"籌建門市工程款，建立訓練平台以聘僱訓練弱勢族群 - 早年失智症、二度就業婦女...更多弱勢族群,zeczec",14 天,2022/11/01 14:00 – 2022/11/30 23:59
